1,1,1.40349e-07,0.000390761
0.694066,0.830631,9.74111e-08,0.000324579
0.625945,0.770295,8.78505e-08,0.000301002
0.553435,0.723974,7.76738e-08,0.000282901
0.542073,0.717991,7.60791e-08,0.000280563
0.551022,0.725873,7.73351e-08,0.000283643
0.584615,0.747283,8.20498e-08,0.000292009
0.672622,0.793149,9.44015e-08,0.000309932
0.576525,0.7468,8.09144e-08,0.000291821
0.644732,0.793069,9.04872e-08,0.000309901
0.786372,0.909249,1.10366e-07,0.0003553
0.736884,0.879822,1.03421e-07,0.000343801
0.639073,0.81842,8.96929e-08,0.000319807
0.584106,0.767782,8.19784e-08,0.00030002
0.562217,0.705345,7.89064e-08,0.000275622
0.554132,0.701163,7.77716e-08,0.000273988
0.558317,0.703255,7.8359e-08,0.000274805
0.565404,0.707433,7.93537e-08,0.000276438
0.572844,0.709521,8.03978e-08,0.000277254
0.492137,0.690116,6.90708e-08,0.000269671
0.515708,0.710503,7.23788e-08,0.000277637
0.484644,0.685607,6.80191e-08,0.000267909
0.50124,0.695253,7.03484e-08,0.000271678
0.511647,0.700385,7.18089e-08,0.000273683
0.484871,0.685781,6.8051e-08,0.000267977
0.485304,0.686095,6.81117e-08,0.0002681
0.450926,0.654445,6.32868e-08,0.000255732
0.555449,0.747937,7.79565e-08,0.000292265
0.710497,0.872578,9.97173e-08,0.00034097
0.551576,0.728947,7.74128e-08,0.000284844
0.723964,0.83213,1.01607e-07,0.000325164
1.04122,0.975181,1.46134e-07,0.000381063
0.520596,0.676019,7.30649e-08,0.000264162
0.288905,0.497346,4.05474e-08,0.000194344
0.291098,0.499703,4.08552e-08,0.000195265
0.30167,0.510704,4.2339e-08,0.000199564
0.285837,0.494138,4.01168e-08,0.00019309
0.287106,0.49546,4.02949e-08,0.000193607
0.28492,0.49318,3.99881e-08,0.000192716
0.2843,0.492531,3.99011e-08,0.000192462
0.284299,0.492531,3.99009e-08,0.000192462
0.284299,0.492531,3.99009e-08,0.000192462
0.284284,0.492514,3.98989e-08,0.000192456
0.284714,0.492994,3.99592e-08,0.000192643
